id,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,state,country_code,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,is_success
20789361,0.6,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,27,0.76,1.0,0.35,1,0.15,3,30,0,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.43,1
20790347,1.0,1,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,38,0.99,1.0,0.55,2,0.1,1,1125,306,80,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,5.81,1
20815590,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,7,1.0,2.0,4.0,Real Bed,49,3.32,2.0,0.83,4,0.38,1,1125,308,56,94.0,10.0,9.0,10.0,9.0,10.0,9.0,1,0,0.02,0,0,4.06,1
20816032,0.86,0,0,East Harlem,Manhattan,NY,US,Private room,3,1.0,1.0,1.0,Real Bed,15,0.85,0.0,0.35,2,0.2,2,5,0,8,100.0,10.0,10.0,9.0,10.0,9.0,10.0,0,0,0.0,0,0,0.59,1
20795736,1.0,0,0,Lower East Side,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,24,1.92,5.0,0.8,3,0.0,1,1125,300,65,91.0,10.0,9.0,10.0,10.0,10.0,9.0,1,0,0.0,0,0,4.71,1
20816828,1.0,0,0,Flatlands,Brooklyn,NY,US,Entire home/apt,2,1.0,0.0,0.0,Real Bed,20,1.0,1.95,0.5,1,0.25,2,30,82,7,100.0,9.0,10.0,10.0,10.0,8.0,10.0,1,0,0.02,0,0,3.28,1
20816972,1.0,1,0,Bushwick,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,16,0.59,0.0,0.0,1,0.15,3,1125,30,22,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.57,1
20817201,1.0,0,1,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,15,0.55,0.0,0.0,1,0.1,2,1124,0,35,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.52,1
20817430,1.0,0,0,Hell's Kitchen,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,13,0.8,0.0,0.49,1,0.2,1,30,12,11,84.0,9.0,9.0,9.0,9.0,10.0,8.0,1,0,0.01,0,0,0.78,1
20817614,1.0,0,0,University Heights,Bronx,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,14,0.45,1.0,0.3,1,0.0,5,1125,362,5,84.0,9.0,10.0,9.0,10.0,9.0,9.0,0,0,0.0,0,0,0.36,1
20796595,0.9,0,0,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,19,0.8,0.0,0.2,1,0.25,1,7,273,17,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.01,0,0,1.25,1
20798446,1.0,0,0,Chelsea,Manhattan,NY,US,Entire home/apt,8,1.5,3.0,4.0,Real Bed,18,3.5,8.0,1.5,2,0.5,30,1124,336,14,91.0,9.0,9.0,9.0,9.0,10.0,9.0,0,0,0.02,0,0,1.03,1
20819116,0.84,0,0,Corona,Queens,NY,US,Entire home/apt,3,1.0,0.0,2.0,Real Bed,16,0.69,0.0,0.19,1,0.19,2,180,137,119,91.0,9.0,10.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,8.54,1
20819221,0.67,0,0,Boerum Hill,Brooklyn,NY,US,Entire home/apt,3,2.0,2.0,2.0,Real Bed,13,2.75,0.0,0.6,1,0.0,1,1125,353,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,0.63,1
20799199,0.8,1,0,Chinatown,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,17,2.5,5.0,0.75,3,0.0,2,1125,159,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.71,1
20799506,1.0,1,1,Astoria,Queens,NY,US,Private room,2,1.0,1.0,2.0,Real Bed,14,0.59,0.0,0.39,1,0.49,3,1125,365,1,80.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.07,1
20823125,1.0,1,0,East Village,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,31,1.7,1.5,0.75,2,0.35,1,1125,302,90,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,6.52,1
20825876,1.0,1,1,Astoria,Queens,NY,US,Entire home/apt,4,1.0,0.0,2.0,Real Bed,27,0.95,2.0,1.0,2,0.1,30,180,136,25,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,3.14,1
20826110,1.0,0,1,Chinatown,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,24,1.95,0.0,0.95,2,0.3,2,1125,314,27,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,2.02,1
20800988,0.92,1,0,Jamaica,Queens,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,29,0.55,1.5,0.25,1,0.25,1,29,172,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.01,0,0,0.39,1
20801212,1.0,0,0,Williamsburg,Brooklyn,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,20,0.6,1.5,0.9,3,0.25,1,1125,76,29,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,2.21,1
20826700,1.0,1,1,East Village,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,38,1.5,2.0,1.0,2,0.15,30,180,71,30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,3.91,1
20827801,1.0,1,0,Crown Heights,Brooklyn,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,26,0.7,0.0,0.2,1,0.3,5,365,333,8,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,0.78,1
20801794,1.0,0,0,East Village,Manhattan,NY,US,Entire home/apt,5,1.0,2.0,3.0,Real Bed,15,2.3,0.0,1.2,4,0.25,2,1125,95,44,90.0,9.0,8.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,3.28,1
20828097,0.54,0,0,Chinatown,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,18,1.0,0.0,0.3,1,0.4,1,31,83,17,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.0,0,0,1.25,1
20801864,1.0,1,0,Clason Point,Bronx,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,12,0.4,1.5,0.5,1,0.1,3,90,177,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.59,1
20828460,1.0,1,0,Hell's Kitchen,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,38,1.3,1.25,0.6,1,0.0,1,7,33,62,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,4.4,1
20802057,1.0,1,0,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,22,1.5,0.0,0.6,1,0.0,2,1124,135,9,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,0.73,1
20830032,0.86,0,0,Chelsea,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,10,1.65,0.0,0.5,1,0.0,5,1124,66,10,92.0,10.0,9.0,10.0,9.0,10.0,8.0,0,0,0.01,0,0,0.73,1
20830442,1.0,1,0,Claremont Village,Bronx,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,19,0.6,0.0,0.5,1,0.0,3,45,71,22,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.01,0,0,1.63,1
20803637,0.67,0,0,Kips Bay,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,46,1.6,1.5,0.55,1,0.0,1,12,3,5,100.0,10.0,10.0,8.0,9.0,10.0,9.0,0,0,0.0,0,0,0.37,1
20832952,1.0,0,1,Prospect Heights,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,39,0.74,0.0,0.45,1,0.45,4,21,33,17,93.0,9.0,10.0,10.0,9.0,10.0,9.0,0,0,0.01,0,0,2.42,1
20805520,1.0,1,0,Washington Heights,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,25,0.65,0.0,0.0,1,0.2,2,14,28,49,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,3.73,1
20835314,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,24,0.9,0.0,0.8,1,0.0,1,1125,8,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,0.87,1
20835909,1.0,0,0,Flushing,Queens,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,25,1.11,1.5,0.36,1,0.25,3,30,164,15,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0,0,1.07,1
20812365,1.0,0,0,Morningside Heights,Manhattan,NY,US,Entire home/apt,5,1.0,2.0,2.0,Real Bed,46,2.45,5.0,0.8,1,0.0,2,1125,12,47,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,3.37,1
20840987,1.0,0,0,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,24,0.99,0.0,0.5,1,0.15,4,14,0,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.15,1
20812387,1.0,0,0,Crown Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,25,0.8,0.0,0.3,1,0.0,2,4,223,51,91.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,3.83,1
20843577,1.0,0,1,Ridgewood,Queens,NY,US,Entire home/apt,3,1.0,1.0,1.0,Real Bed,21,1.0,0.0,0.25,1,0.0,3,1125,157,9,91.0,9.0,8.0,9.0,10.0,10.0,9.0,0,0,0.02,0,0,0.65,1
20844580,1.0,0,1,Williamsburg,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Pull-out Sofa,21,0.55,1.0,0.25,1,0.0,1,6,68,36,94.0,9.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.71,1
20844601,1.0,0,0,Chinatown,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,25,0.5,2.5,0.3,1,0.0,1,1125,314,17,92.0,9.0,9.0,9.0,10.0,9.0,9.0,0,0,0.02,0,0,1.23,1
20844935,1.0,0,0,Crown Heights,Brooklyn,NY,US,Entire home/apt,2,1.0,1.0,1.0,Airbed,25,0.94,0.0,0.0,1,0.25,2,10,307,21,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.01,0,0,1.52,1
20856945,1.0,1,0,Upper East Side,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,21,1.4,0.0,0.0,2,0.1,1,1125,295,47,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,3.34,1
20845313,1.0,0,0,Astoria,Queens,NY,US,Entire home/apt,4,1.0,2.0,4.0,Real Bed,25,1.0,10.0,0.0,4,0.0,30,1125,335,15,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,1.09,1
20857329,1.0,0,0,Upper West Side,Manhattan,NY,US,Private room,1,2.0,1.0,1.0,Real Bed,25,1.25,3.0,1.0,1,0.25,10,60,327,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.17,1
20846343,1.0,1,1,Upper East Side,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,1.5,0.0,0.15,2,0.35,5,9,0,12,97.0,10.0,9.0,9.0,9.0,10.0,10.0,0,0,0.0,0,0,1.14,1
20848135,1.0,1,0,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,38,0.65,1.0,0.5,1,0.0,5,1124,228,55,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,3.95,1
20861411,1.0,1,1,East Village,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,17,1.2,3.0,0.0,1,0.0,2,60,150,52,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,3.8,1
20862285,0.8,0,0,Forest Hills,Queens,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,14,0.4,0.0,0.0,1,0.25,5,30,67,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,0.74,1
20900984,1.0,1,0,Lower East Side,Manhattan,NY,US,Entire home/apt,4,1.0,3.0,3.0,Real Bed,30,5.25,0.0,1.0,1,0.0,2,1125,129,30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,2.26,1
20862766,1.0,1,1,Kips Bay,Manhattan,NY,US,Entire home/apt,10,2.0,4.0,7.0,Real Bed,36,5.5,0.0,2.0,1,0.0,1,1125,159,70,95.0,9.0,9.0,9.0,10.0,10.0,10.0,0,0,0.02,0,0,5.26,1
20901170,0.9,0,0,Chelsea,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,18,2.25,2.0,1.4,1,0.0,1,60,0,27,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,2.06,1
20862947,1.0,1,0,Concourse Village,Bronx,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,28,0.55,1.0,0.15,2,0.49,1,29,26,40,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,3.05,1
20901715,1.0,0,1,Harlem,Manhattan,NY,US,Entire home/apt,5,1.0,3.0,4.0,Real Bed,28,2.0,2.5,0.4,2,0.25,4,30,0,2,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0,0.02,0,0,0.15,1
20864878,0.56,0,0,Chelsea,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,3.0,Real Bed,14,2.0,0.0,1.0,2,0.25,2,1125,346,19,87.0,9.0,10.0,9.0,9.0,10.0,9.0,0,0,0.02,0,0,1.37,1
20902120,1.0,1,0,Upper East Side,Manhattan,NY,US,Entire home/apt,8,2.0,3.0,3.0,Real Bed,32,5.99,2.5,2.4,6,0.15,3,1125,296,65,96.0,10.0,10.0,10.0,9.0,10.0,9.0,1,0,0.02,0,0,4.67,1
20903227,1.0,1,0,Astoria,Queens,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,27,0.51,1.0,0.2,2,0.15,2,28,0,2,90.0,9.0,9.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.27,1
20872030,1.0,0,0,Harlem,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,30,1.89,0.0,0.59,2,0.49,2,4,0,7,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.01,0,0,0.52,1
20904409,1.0,1,0,Allerton,Bronx,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,34,0.79,1.25,0.3,2,0.0,2,1125,237,58,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,4.43,1
20872250,0.9,0,0,West Village,Manhattan,NY,US,Entire home/apt,2,1.0,1.0,1.0,Real Bed,18,1.79,0.0,1.0,2,0.5,3,1124,289,40,92.0,9.0,9.0,8.0,9.0,10.0,9.0,1,0,0.02,0,0,2.89,1
20910700,1.0,0,0,Astoria,Queens,NY,US,Entire home/apt,6,1.0,3.0,4.0,Real Bed,17,2.1,0.0,1.0,4,0.25,4,1124,324,39,90.0,9.0,9.0,10.0,9.0,9.0,9.0,1,0,0.02,0,0,2.87,1
20912583,1.0,0,1,East Harlem,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,17,1.5,1.0,1.0,1,0.0,5,1125,143,21,85.0,9.0,8.0,9.0,9.0,9.0,8.0,0,0,0.02,0,0,1.63,1
20912594,1.0,1,1,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,12,2.6,0.0,1.0,1,0.0,2,1125,260,16,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,1.34,1
20873536,1.0,0,0,Flatlands,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,58,1.3,10.0,0.3,2,0.5,3,20,340,23,91.0,9.0,10.0,9.0,9.0,10.0,9.0,1,0,0.0,0,0,1.67,1
20914216,1.0,0,0,Williamsburg,Brooklyn,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,37,0.9,1.0,0.0,1,0.3,2,14,229,3,100.0,9.0,10.0,10.0,9.0,10.0,9.0,0,0,0.0,0,0,0.22,1
20874344,1.0,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,12,1.14,1.0,0.1,3,0.4,6,10,10,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,0.1,1
20914711,1.0,0,1,Clinton Hill,Brooklyn,NY,US,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,2.5,10.0,2.5,3,0.5,3,1125,351,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.22,1
20874350,1.0,1,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,6,1.0,3.0,3.0,Real Bed,37,2.75,1.0,1.2,6,0.5,2,32,131,73,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,5.41,1
20915965,1.0,0,0,Midtown,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,2.0,Real Bed,17,1.8,0.0,0.25,1,0.2,1,1125,147,96,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,6.94,1
20916679,1.0,0,1,Clinton Hill,Brooklyn,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,15,1.65,10.0,2.5,1,0.25,5,1125,175,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.32,1
20917327,1.0,1,0,St. Albans,Queens,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,37,0.85,2.0,0.85,2,0.1,1,21,71,37,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,2.69,1
20879883,1.0,0,0,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,26,3.0,2.0,0.85,1,0.5,7,1124,21,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,0.38,1
20881375,0.9,1,0,East Elmhurst,Queens,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,19,0.45,0.0,0.4,1,0.25,4,30,278,14,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,1.05,1
20917712,1.0,0,0,St. George,Staten Island,NY,US,Private room,1,2.0,1.0,1.0,Real Bed,38,0.29,0.0,0.4,1,0.15,4,60,95,43,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.02,0,0,3.19,1
20883200,1.0,0,0,Greenwich Village,Manhattan,NY,US,Entire home/apt,7,1.0,2.0,4.0,Real Bed,24,3.5,7.5,1.0,2,0.3,2,180,157,48,90.0,9.0,9.0,9.0,10.0,10.0,9.0,1,0,0.02,0,0,3.44,1
20919726,1.0,0,1,Sunset Park,Brooklyn,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,13,0.79,1.0,0.5,1,0.0,1,1125,82,20,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.01,0,0,1.47,1
20885420,1.0,1,1,Bushwick,Brooklyn,NY,US,Entire home/apt,6,1.0,1.0,3.0,Real Bed,25,1.34,2.5,0.4,2,0.2,2,31,241,61,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,1,1,5.04,1
20886177,1.0,0,0,Elmhurst,Queens,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,24,0.55,0.0,0.25,1,0.3,3,30,0,10,84.0,9.0,8.0,9.0,9.0,9.0,9.0,1,0,0.02,0,0,0.77,1
20920048,1.0,0,0,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,25,1.25,0.0,0.35,2,0.5,3,1125,37,60,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,4.48,1
20886228,1.0,0,0,Hell's Kitchen,Manhattan,NY,US,Entire home/apt,3,1.0,1.0,2.0,Real Bed,25,2.25,1.2,0.7,1,0.0,3,30,134,57,94.0,9.0,9.0,10.0,10.0,10.0,9.0,1,0,0.02,0,0,4.22,1
20886432,1.0,1,1,Sunnyside,Queens,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,46,0.76,5.0,0.6,1,0.38,3,28,365,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.01,1
20926018,1.0,0,0,Springfield Gardens,Queens,NY,US,Entire home/apt,8,1.0,4.0,3.0,Real Bed,53,1.13,0.0,0.4,2,0.2,2,1125,341,40,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,2.9,1
20927619,0.99,1,0,Ditmars Steinway,Queens,NY,US,Private room,2,2.0,1.0,1.0,Real Bed,21,0.5,1.0,0.2,1,0.25,1,1125,329,33,95.0,9.0,10.0,10.0,9.0,9.0,10.0,1,0,0.02,0,0,2.56,1
20887992,1.0,0,1,Bedford-Stuyvesant,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,25,0.6,5.0,0.5,1,0.1,2,1125,88,15,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,1.08,1
20888408,1.0,1,1,East Flatbush,Brooklyn,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,25,0.38,1.0,0.3,2,0.1,2,28,98,35,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.02,0,0,3.17,1
20928494,1.0,1,0,Washington Heights,Manhattan,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,21,1.03,1.5,0.3,2,0.1,4,1125,10,15,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,1.13,1
20888611,1.0,0,0,Long Island City,Queens,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,31,0.36,1.5,0.2,1,0.5,2,30,317,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,2.0,1
20895742,0.9,0,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,1.0,Real Bed,37,1.3,1.0,0.6,3,0.25,2,21,43,32,89.0,10.0,9.0,9.0,9.0,10.0,9.0,0,0,0.01,0,0,2.7,1
20931198,0.8,0,1,Chinatown,Manhattan,NY,US,Entire home/apt,2,1.0,0.0,1.0,Real Bed,33,2.0,0.0,0.5,1,0.0,2,16,2,72,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,5.7,1
20896281,1.0,0,0,Park Slope,Brooklyn,NY,US,Entire home/apt,4,1.5,2.0,2.0,Real Bed,14,2.25,0.0,1.25,1,0.0,3,1125,0,7,100.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.51,1
20931306,1.0,1,0,East Village,Manhattan,NY,US,Entire home/apt,8,2.0,3.0,5.0,Real Bed,46,4.34,2.25,0.65,4,0.38,1,1125,301,47,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,0.02,0,0,3.46,1
20896952,1.0,0,0,Harlem,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,24,0.95,0.0,0.1,1,0.2,3,28,72,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.88,1
20897348,0.9,0,1,Midtown,Manhattan,NY,US,Entire home/apt,6,1.0,2.0,3.0,Real Bed,19,3.49,2.5,0.89,3,0.4,4,300,140,47,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1,0,0.02,0,0,3.4,1
20899758,1.0,0,0,Harlem,Manhattan,NY,US,Private room,4,1.0,2.0,5.0,Real Bed,24,3.5,0.0,0.0,3,0.5,7,30,5,7,97.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.73,1
20932035,1.0,1,0,Astoria,Queens,NY,US,Private room,3,1.0,1.0,2.0,Real Bed,33,0.5,1.5,0.2,2,0.2,2,28,12,45,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.02,0,0,3.25,1
20900400,1.0,0,1,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,1.0,1.0,2.0,Real Bed,15,2.1,15.0,0.75,1,0.0,2,1125,1,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.36,1
20900545,1.0,1,0,Bedford-Stuyvesant,Brooklyn,NY,US,Entire home/apt,9,2.0,4.0,5.0,Real Bed,31,2.9,0.0,0.5,3,0.5,1,45,346,52,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.01,0,0,3.78,1
20933848,1.0,0,1,Flushing,Queens,NY,US,Private room,4,1.0,1.0,1.0,Real Bed,16,0.6,1.0,0.15,1,0.12,1,1125,364,28,91.0,9.0,9.0,10.0,10.0,9.0,9.0,1,0,0.02,0,0,2.07,1
20933850,1.0,0,0,Harlem,Manhattan,NY,US,Private room,2,2.0,4.0,1.0,Real Bed,19,0.41,0.0,0.0,1,0.2,30,500,0,7,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.6,1
20946220,1.0,1,0,Bushwick,Brooklyn,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,13,0.38,0.0,0.4,1,0.0,5,1125,136,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.01,0,0,1.69,1
20946481,1.0,0,0,Williamsburg,Brooklyn,NY,US,Entire home/apt,4,2.0,1.0,2.0,Real Bed,27,2.0,3.5,1.3,1,0.0,30,120,162,4,100.0,10.0,10.0,9.0,10.0,10.0,9.0,0,0,0.01,0,0,0.31,1
20946859,0.97,1,0,Hell's Kitchen,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,16,1.05,0.0,0.49,1,0.25,1,1125,81,72,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,5.24,1
20935059,1.0,1,1,Lower East Side,Manhattan,NY,US,Private room,2,1.0,1.0,1.0,Real Bed,10,1.2,0.0,0.8,1,0.5,1,12,75,41,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.02,0,0,3.12,1
20947195,0.97,1,0,Hell's Kitchen,Manhattan,NY,US,Private room,1,1.0,1.0,1.0,Real Bed,18,1.05,0.0,0.49,1,0.7,1,1125,83,70,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.01,0,0,5.17,1
20947287,1.0,0,1,Elmhurst,Queens,NY,US,Private room,4,1.0,0.0,2.0,Real Bed,32,0.6,1.0,0.0,1,0.25,1,30,117,9,90.0,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0.02,0,0,0.65,1
