host_is_superhost,host_identity_verified,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,neighbourhood,room
0,1,1.0,1.0,1.0,4,26,160,5.0,1.0,1,0.0,28,1125,54,1,0,3,1,1,4,1
0,1,1.0,1.0,1.0,4,20,65,3.0,0.3,1,0.2,30,1125,292,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,35,80,0.0,0.35,2,0.0,1,365,264,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,23,150,1.0,0.0,2,0.0,2,30,345,0,0,3,0,0,4,1
1,0,1.0,1.0,1.0,4,13,200,2.0,0.5,1,0.0,2,14,307,0,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,44,43,0.0,0.65,1,0.15,1,7,23,1,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,26,42,0.0,0.65,1,0.15,1,7,29,1,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,26,105,2.5,0.6,2,0.25,3,730,306,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,18,149,1.0,0.7,2,0.3,1,18,41,0,0,3,0,0,4,2
0,1,2.5,3.0,3.0,4,28,500,5.0,2.0,4,0.0,4,14,1,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,15,89,2.0,0.25,1,0.1,3,30,0,1,0,3,0,0,3,1
0,1,1.0,3.0,3.0,3,38,198,3.5,1.25,5,1.0,5,88,271,0,0,4,0,0,4,2
0,1,1.0,1.0,2.0,4,22,99,1.0,0.45,1,0.1,2,365,337,0,0,3,0,1,4,2
1,1,1.0,2.0,2.0,4,45,99,2.5,1.1,2,0.2,3,1125,288,1,0,3,1,1,3,2
1,1,1.0,1.0,1.0,4,40,140,0.0,0.75,1,0.25,1,365,233,0,0,3,0,0,4,1
1,1,1.0,1.0,3.0,4,42,160,5.0,1.0,3,0.3,1,400,10,1,0,4,0,0,4,2
1,0,1.0,1.0,1.0,4,31,174,3.0,0.75,2,0.5,3,30,288,0,0,4,1,0,4,2
1,1,1.0,1.0,1.0,4,44,75,3.0,0.4,1,0.2,3,90,63,0,0,3,0,0,4,1
0,0,1.0,1.0,1.0,4,22,160,10.0,0.75,1,0.0,21,190,220,0,0,3,0,1,4,2
0,0,1.0,2.0,3.0,4,34,250,2.5,1.0,1,0.0,31,365,95,1,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,14,67,2.0,0.45,2,0.0,4,101,0,0,0,3,1,1,3,1
1,1,1.0,1.0,1.0,4,28,166,2.0,1.2,1,0.0,5,35,0,0,0,3,0,0,4,2
0,1,2.0,2.0,4.0,4,23,219,6.99,1.49,1,0.0,5,10,0,1,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,21,150,1.0,0.5,1,0.3,1,730,173,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,16,170,4.0,1.0,1,0.0,3,30,48,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,19,37,1.0,0.15,1,0.0,4,29,269,1,0,3,0,1,1,1
1,1,1.0,1.0,2.0,4,16,165,0.0,0.75,3,0.75,3,29,333,0,0,3,0,1,3,2
1,1,1.0,1.0,1.0,4,35,85,10.0,0.75,1,0.45,2,31,179,1,0,3,0,0,3,1
0,0,1.0,1.0,1.0,4,13,199,5.0,0.75,2,0.5,2,21,0,0,0,3,0,0,4,2
0,1,1.0,1.0,5.0,4,23,50,1.0,0.35,2,0.1,3,365,289,0,0,3,1,1,1,1
1,1,2.5,2.0,3.0,4,27,400,5.0,1.2,2,0.25,2,8,325,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,24,185,5.0,1.3,2,0.5,14,1125,347,0,0,3,1,0,3,2
0,1,1.0,1.0,2.0,4,10,70,17.3,2.4,2,0.15,182,365,90,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,20,250,5.0,1.0,2,0.5,1,10,179,0,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,10,97,1.0,0.8,2,1.0,3,21,200,0,0,4,0,0,3,2
0,0,1.0,1.0,1.0,3,10,92,0.0,0.25,1,0.0,7,365,329,0,0,5,1,1,4,1
0,0,2.0,3.0,4.0,4,45,500,10.0,1.0,4,0.5,2,15,226,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,41,27,9.0,1.25,1,0.0,15,180,138,0,0,3,1,1,3,1
0,1,1.0,1.0,1.0,4,46,75,2.5,0.75,1,0.25,7,180,307,0,0,3,1,1,4,1
0,1,1.0,0.0,2.0,4,22,95,2.0,1.0,2,0.05,30,1125,352,0,0,3,0,0,2,2
1,1,1.0,1.0,1.0,4,26,130,5.0,0.5,1,0.5,2,1125,362,0,0,4,1,1,4,1
0,0,2.0,2.0,4.0,1,13,300,1.0,0.0,6,0.1,3,7,15,0,0,3,1,1,4,2
0,1,1.0,1.0,3.0,4,21,107,4.0,1.0,2,0.05,30,1125,338,0,0,3,0,0,2,2
0,1,1.0,1.0,3.0,4,20,95,2.0,1.0,2,0.05,30,1125,304,0,0,3,0,0,2,2
1,0,1.0,1.0,1.0,4,23,100,10.0,1.5,2,0.0,30,365,301,0,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,8,62,1.0,0.5,1,0.62,4,100,158,1,0,3,0,0,4,1
0,1,2.5,5.0,6.0,4,30,199,0.0,0.75,1,0.35,2,365,7,0,0,4,0,0,4,2
1,0,1.0,0.0,1.0,4,17,120,7.0,0.9,2,0.3,3,1125,257,0,0,3,0,1,4,2
0,1,1.0,1.0,1.0,4,23,180,4.0,0.6,1,0.0,8,25,74,0,0,4,1,1,3,2
1,1,1.0,1.0,2.0,4,30,129,1.05,0.45,1,0.25,1,30,255,1,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,16,170,5.0,1.0,1,0.0,15,48,0,0,0,4,1,1,4,2
0,0,1.0,1.0,2.0,4,30,100,5.0,0.45,1,0.45,4,30,357,0,0,3,0,1,4,1
1,0,1.0,1.0,1.0,4,23,99,2.0,0.95,1,0.0,2,210,303,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,20,100,1.0,0.3,1,0.75,1,30,89,0,0,3,1,1,4,1
0,1,1.0,1.0,1.0,4,15,75,2.0,0.55,2,0.3,3,60,0,0,0,3,1,1,3,1
1,1,1.0,1.0,5.0,4,7,130,0.0,0.6,2,0.4,3,365,333,0,0,4,0,0,3,1
0,0,1.0,2.0,2.0,4,20,115,2.0,0.6,2,0.25,1,60,307,0,0,4,0,0,3,2
0,1,1.0,1.0,1.0,4,26,150,0.0,0.0,2,0.75,3,90,31,0,0,3,1,0,4,1
0,1,1.0,1.0,2.0,4,35,75,1.5,0.7,2,0.35,6,365,223,1,0,3,0,0,0,2
0,0,1.0,1.0,1.0,4,15,199,7.0,0.5,1,0.0,4,30,86,0,0,3,0,0,4,2
0,1,1.0,0.0,1.0,4,27,185,0.0,0.0,1,0.0,60,1124,287,0,0,3,0,0,4,2
0,0,1.0,2.0,3.0,4,7,220,5.0,1.0,4,0.4,3,60,257,1,0,5,0,0,4,2
0,1,0.0,1.0,1.0,2,6,80,0.0,0.0,1,0.3,2,365,337,1,0,3,0,0,3,2
1,1,1.0,1.0,2.0,4,43,135,2.5,0.6,2,0.2,4,90,266,1,0,3,0,1,3,2
0,1,1.0,1.0,1.0,4,27,125,0.0,1.25,2,0.5,1,365,365,0,0,5,0,0,4,1
0,0,1.0,1.0,2.0,4,13,100,2.5,1.0,2,0.5,7,90,216,0,0,3,0,0,3,2
1,1,1.0,1.0,1.0,4,27,113,2.5,0.65,2,0.25,2,30,329,1,0,4,0,0,3,1
1,1,1.0,1.0,1.0,4,27,89,1.0,0.4,1,0.25,2,15,311,0,0,3,1,1,4,1
1,1,2.0,1.0,1.0,4,23,114,0.0,0.5,1,0.35,4,31,343,0,0,4,0,0,4,1
1,0,1.0,1.0,1.0,4,26,80,1.2,0.2,2,0.25,2,31,49,0,0,3,1,1,3,2
0,1,1.0,1.0,4.0,4,23,50,1.0,0.35,2,0.1,1,365,314,0,0,3,1,1,1,1
0,1,1.0,1.0,1.0,4,19,185,10.0,1.2,2,0.5,3,14,174,0,0,3,1,1,4,2
1,1,1.0,1.0,1.0,4,24,135,5.0,1.0,2,0.2,28,30,337,0,0,3,1,1,4,2
0,1,1.0,1.0,1.0,4,22,81,1.0,0.45,2,0.25,2,8,5,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,20,70,1.5,0.2,1,0.12,2,365,365,0,0,3,0,0,2,1
1,1,1.0,0.0,1.0,4,14,110,7.5,0.45,1,0.0,3,25,257,0,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,28,119,3.0,1.45,2,0.05,1,700,313,0,0,3,1,1,4,2
0,1,1.0,0.0,1.0,4,18,179,5.0,1.5,1,0.0,30,300,313,0,0,3,1,1,4,2
0,1,1.0,1.0,1.0,4,32,65,3.0,0.3,1,0.2,30,365,337,0,0,3,0,0,3,1
1,0,1.0,1.0,1.0,4,42,110,1.5,1.0,1,0.1,2,1125,176,0,0,3,1,1,4,1
0,1,1.0,2.0,4.0,4,38,325,6.0,1.0,4,0.25,3,120,333,1,0,3,0,0,4,2
1,1,2.0,3.0,3.0,4,19,220,5.0,0.7,4,0.0,2,1125,316,0,0,3,0,0,3,2
0,1,1.0,2.0,2.0,4,34,170,1.5,0.75,3,0.25,2,365,327,1,0,3,0,0,3,2
0,1,0.5,1.0,1.0,4,10,65,1.0,0.25,1,0.15,4,100,79,0,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,16,180,10.0,1.0,1,0.15,6,150,307,0,0,5,1,1,4,2
0,1,1.0,1.0,2.0,4,29,288,5.0,1.0,2,0.35,3,90,259,0,0,3,0,0,4,2
0,1,2.0,3.0,3.0,4,34,300,10.0,1.5,2,0.2,5,1125,313,0,0,3,0,0,3,2
0,1,2.0,2.0,2.0,4,21,495,5.0,1.25,4,0.25,5,365,334,0,0,3,0,0,4,2
1,0,1.0,1.0,1.0,4,27,125,3.0,0.5,1,0.65,30,1000,349,0,0,3,0,0,4,1
0,1,1.0,1.0,2.0,4,24,148,5.0,1.1,2,0.2,30,1095,338,0,0,3,1,1,3,2
1,1,1.0,1.0,3.0,4,28,199,2.5,0.75,2,0.15,2,1125,311,0,0,3,0,0,3,2
0,1,1.0,1.0,3.0,4,24,199,3.0,0.5,2,0.25,2,360,313,0,0,3,0,0,4,2
0,0,3.0,3.0,3.0,4,28,265,5.0,1.0,6,1.0,4,365,22,0,0,4,0,0,3,2
0,1,1.0,1.0,1.0,4,24,60,0.0,0.25,1,0.15,3,1125,356,1,0,4,0,0,2,1
0,0,2.0,2.0,2.0,4,23,650,15.0,2.5,4,1.0,5,60,333,0,0,3,0,1,4,2
0,0,2.0,1.0,1.0,4,27,135,3.0,0.7,1,0.4,4,28,365,0,0,3,1,1,3,1
1,1,1.0,1.0,1.0,4,18,98,1.0,0.35,1,0.0,4,21,286,0,0,3,1,1,3,1
1,1,1.0,2.0,2.0,4,35,200,20.0,1.0,2,0.2,30,90,288,0,0,3,1,1,3,2
0,1,1.0,1.0,1.0,4,13,110,3.0,0.9,2,0.1,1,90,299,1,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,15,300,5.0,0.3,2,0.5,7,21,0,0,0,4,0,0,4,2
0,1,1.0,1.0,1.0,4,21,68,20.0,0.0,1,0.1,1,93,69,0,0,3,0,0,2,2
1,1,1.0,1.0,1.0,4,21,85,1.5,0.6,1,0.25,5,60,54,0,0,3,0,1,3,1
0,1,1.0,1.0,1.0,4,22,56,5.0,0.7,1,0.0,14,30,0,1,0,3,0,0,3,2
1,0,1.0,1.0,1.0,4,11,55,3.5,0.35,1,1.5,1,33,329,0,0,3,0,1,3,1
0,0,1.0,1.0,1.0,2,17,64,0.0,0.18,1,0.25,3,21,110,1,0,4,0,0,3,1
0,0,1.0,1.0,1.0,4,19,110,3.0,0.75,1,0.0,6,8,1,0,0,3,0,0,3,2
1,1,1.0,1.0,3.0,4,24,154,3.0,1.0,2,0.25,3,29,138,0,0,4,1,1,3,2
0,1,1.0,0.0,1.0,4,21,99,0.0,0.1,1,0.8,1,40,276,0,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,23,139,1.4,0.7,2,0.2,3,365,305,0,0,3,0,0,3,2
0,1,1.0,2.0,3.0,4,37,149,3.0,0.99,4,0.35,2,365,36,1,0,3,0,1,3,2
0,1,1.0,1.0,1.0,4,18,325,3.0,0.75,1,0.0,3,14,9,1,0,3,1,0,4,2
0,1,1.0,1.0,1.0,4,24,71,0.0,0.05,2,0.2,4,21,280,1,0,3,1,1,4,1
0,1,1.0,1.0,2.0,4,12,180,2.0,1.35,2,0.15,2,30,277,0,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,19,225,0.0,1.0,2,0.0,5,30,331,0,0,5,0,0,4,2
1,1,1.5,3.0,6.0,4,11,250,3.0,1.0,5,0.25,2,365,326,0,0,3,0,0,0,2
1,1,1.0,1.0,3.0,4,12,125,2.5,0.75,2,0.25,2,365,296,0,0,3,0,0,0,2
1,1,1.0,1.0,1.0,4,23,79,3.0,0.7,1,0.1,5,180,252,0,0,3,0,0,2,2
0,1,1.0,1.0,1.0,4,9,70,3.0,0.5,1,0.2,7,330,0,0,0,3,0,0,3,2
0,1,2.0,1.0,2.0,4,11,42,0.0,0.2,1,0.18,4,90,32,0,0,3,1,1,3,1
0,1,1.0,1.0,1.0,4,8,65,3.0,0.25,1,0.25,1,1125,340,0,0,3,1,1,3,1
0,1,1.0,1.0,1.0,4,22,189,5.0,0.95,2,0.45,1,365,335,1,0,2,1,1,4,2
0,1,2.0,4.0,4.0,4,22,700,4.0,1.4,1,0.0,3,365,330,1,0,5,0,0,4,2
0,1,1.0,1.0,1.0,4,16,55,1.0,0.25,1,0.0,1,365,0,0,0,5,0,0,2,1
0,1,1.0,1.0,1.0,4,31,60,1.5,1.0,1,0.1,5,31,178,0,0,4,1,1,3,1
0,1,1.0,2.0,2.0,4,32,130,5.0,0.8,2,0.25,2,30,61,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,10,92,2.5,0.25,1,0.0,4,96,57,1,0,4,0,0,3,2
1,1,1.0,2.0,2.0,4,20,225,5.0,1.3,3,0.7,3,20,22,0,0,3,1,1,4,2
0,1,1.0,2.0,2.0,4,20,300,3.0,0.75,1,0.0,4,400,309,0,0,3,0,0,4,2
0,1,1.0,2.0,3.0,4,21,135,2.0,1.0,2,0.05,6,120,32,1,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,11,150,5.0,0.85,2,0.5,5,365,95,1,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,14,45,0.0,0.0,1,0.1,4,100,8,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,32,85,1.0,0.15,1,0.0,2,30,341,1,0,3,1,1,2,1
1,0,1.0,1.0,1.0,4,40,89,2.0,0.45,2,0.4,2,28,78,1,0,3,1,1,2,1
0,1,1.0,1.0,1.0,4,18,34,1.0,0.5,1,0.25,30,180,331,0,0,3,0,0,3,1
1,1,1.0,1.0,2.0,4,55,250,3.5,0.65,2,0.5,2,6,103,1,0,3,1,1,4,2
0,1,1.0,1.0,1.0,4,12,200,2.0,1.0,1,0.0,2,12,0,1,0,3,1,1,4,2
0,1,1.0,2.0,1.0,4,25,71,15.0,1.0,1,0.5,15,1125,359,1,0,5,0,0,3,1
0,1,1.0,2.0,5.0,4,28,89,1.5,0.14,1,0.14,4,1365,338,0,0,3,1,1,3,2
1,1,1.0,1.0,1.0,4,21,60,1.5,0.3,1,0.0,5,150,15,0,0,3,1,1,3,1
1,1,1.0,1.0,1.0,4,33,99,1.5,0.4,1,0.0,2,14,84,1,0,3,1,1,3,1
1,1,1.0,1.0,1.0,4,20,65,1.5,0.3,1,0.0,5,90,29,0,0,3,1,1,3,1
0,1,1.0,1.0,1.0,4,20,150,1.0,0.9,2,1.0,2,365,307,1,0,4,1,0,4,2
0,1,1.0,1.0,1.0,4,39,60,1.0,0.6,1,0.1,2,7,158,0,0,4,0,0,3,1
0,0,1.0,2.0,1.0,4,19,310,40.0,2.0,3,0.0,5,1125,114,0,0,3,0,0,4,2
0,1,3.0,6.0,6.0,4,21,1300,5.0,0.0,1,0.0,5,365,323,1,0,4,0,0,4,2
0,1,1.0,2.0,1.0,4,37,105,0.0,1.0,1,0.5,15,1124,343,0,0,3,0,0,3,1
0,1,1.0,0.0,2.0,4,27,109,3.0,1.0,1,0.0,30,720,311,0,0,3,0,0,4,2
0,1,1.0,1.0,2.0,4,28,167,4.0,1.25,3,0.0,30,720,325,0,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,17,110,1.5,0.5,2,0.2,5,20,298,1,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,15,135,10.0,0.75,2,0.5,7,120,341,0,0,4,0,0,3,2
0,0,1.0,0.0,1.0,4,15,110,20.0,0.6,1,0.0,15,300,322,0,0,3,0,0,4,2
0,1,1.0,2.0,2.0,4,16,195,1.0,1.0,2,0.4,4,220,326,0,0,3,0,0,4,2
1,1,1.0,2.0,4.0,4,34,165,2.5,0.95,5,0.3,3,365,329,0,0,3,0,1,3,2
0,1,1.0,1.0,1.0,4,20,179,10.0,0.8,2,0.5,8,30,0,0,0,3,1,1,4,2
0,1,2.0,2.0,2.0,4,16,295,10.0,1.5,1,0.0,90,180,365,0,0,3,0,0,3,2
1,0,1.0,1.0,3.0,4,31,235,5.0,1.0,4,0.5,2,31,269,0,0,4,1,0,4,2
1,1,1.0,1.0,1.0,4,22,450,4.0,1.0,2,0.5,20,40,0,0,0,3,1,1,4,2
1,1,1.0,1.0,1.0,4,5,75,4.5,0.5,1,0.0,7,365,357,0,0,3,0,0,3,1
1,1,1.0,0.0,1.0,4,36,139,9.0,0.75,1,0.0,30,365,316,0,0,4,0,0,4,2
0,1,1.0,1.0,1.0,4,10,86,1.0,0.25,1,0.2,20,120,311,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,31,300,5.0,2.0,2,0.5,10,95,210,0,0,4,0,0,4,2
1,1,5.0,7.0,14.0,4,34,800,0.0,3.5,16,0.0,4,29,257,1,0,4,1,1,3,2
0,1,1.0,1.0,3.0,4,28,100,2.5,0.7,2,0.2,3,21,83,0,0,4,1,1,3,2
0,1,1.0,2.0,3.0,4,37,139,5.0,1.25,2,0.35,1,1200,248,0,0,4,0,0,4,2
1,1,1.0,1.0,2.0,4,34,130,0.0,0.0,2,0.25,1,1125,13,0,0,5,0,0,4,1
0,1,1.0,1.0,1.0,4,19,65,3.0,0.25,1,0.2,30,180,311,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,44,50,4.5,0.4,1,0.25,12,365,39,1,0,3,1,1,3,1
0,0,1.0,1.0,2.0,4,19,160,3.0,0.5,2,0.1,3,1125,312,0,0,3,0,0,4,2
1,1,1.5,1.0,1.0,4,25,97,12.0,0.55,1,0.3,3,21,345,0,0,4,1,1,3,1
0,1,1.0,1.0,1.0,4,24,120,1.0,1.25,2,0.25,5,31,132,0,0,4,1,1,3,2
0,1,1.0,1.0,1.0,4,9,91,3.5,1.4,1,0.25,1,1125,331,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,28,157,2.0,0.9,1,0.0,12,180,32,0,0,3,0,0,3,2
1,1,2.0,2.0,2.0,4,29,500,5.0,1.5,4,0.5,2,365,324,0,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,25,65,2.0,0.3,1,0.2,3,1125,354,0,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,9,220,5.0,0.75,1,0.0,5,30,173,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,25,105,2.5,0.5,1,0.2,2,28,0,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,28,150,5.0,1.0,2,0.2,2,180,0,0,0,3,0,0,4,2
0,1,3.0,9.0,16.0,4,13,300,1.75,1.75,2,0.35,2,25,308,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,29,120,2.5,1.0,1,0.1,30,180,95,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,8,60,2.0,0.1,1,0.0,7,90,8,0,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,14,160,0.0,0.5,2,0.25,2,180,277,1,0,3,0,0,3,2
1,1,1.0,2.0,2.0,4,27,275,3.0,1.0,4,0.0,2,90,301,0,0,3,1,1,3,2
0,1,0.5,1.0,1.0,4,20,59,1.0,0.3,1,0.0,1,1125,362,0,0,4,1,1,2,1
0,1,1.0,1.0,1.0,4,17,59,1.0,0.3,1,0.2,3,20,161,0,0,4,0,0,3,1
1,1,1.0,1.0,2.0,4,23,49,2.0,0.35,1,0.35,7,300,358,0,0,5,0,0,3,1
0,1,1.0,1.0,1.0,4,6,30,1.5,0.75,1,0.35,3,60,0,0,0,3,1,1,3,1
0,1,1.0,2.0,1.0,4,8,35,12.0,0.0,1,0.0,3,35,0,0,0,3,0,0,3,1
0,1,1.5,2.0,2.0,4,28,245,10.0,1.25,3,0.25,2,1125,100,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,8,70,3.0,0.5,1,0.25,1,30,364,0,0,4,0,0,3,1
0,1,1.0,0.0,1.0,4,28,109,2.0,0.25,2,0.25,2,21,4,0,0,4,1,1,4,2
0,0,1.0,1.0,1.0,4,16,52,1.0,0.25,1,0.25,2,30,365,1,0,4,1,1,3,1
1,0,1.0,1.0,4.0,4,25,325,3.0,0.8,1,0.0,2,60,322,0,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,20,49,1.24,0.25,1,0.0,2,60,317,1,0,4,1,1,3,1
0,1,1.0,1.0,1.0,4,22,260,0.0,0.5,1,0.0,3,30,73,0,0,3,0,0,4,2
0,0,2.0,3.0,4.0,4,20,100,5.0,0.5,2,0.5,1,27,345,0,0,5,0,0,3,2
0,1,1.0,2.0,2.0,4,23,195,5.0,1.0,4,0.5,2,120,116,0,0,3,0,0,3,2
0,1,2.0,2.0,3.0,4,26,499,5.0,1.5,5,0.5,7,1125,121,0,0,3,1,1,4,2
0,0,1.0,1.0,1.0,4,22,138,3.5,1.0,1,0.0,1,28,365,0,0,3,0,0,4,1
1,1,1.0,1.0,2.0,4,29,219,1.0,0.95,2,0.25,4,60,333,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,4,90,1.0,0.2,1,0.4,3,45,344,0,0,4,0,0,4,2
0,1,1.0,1.0,1.0,4,22,159,5.0,0.7,1,0.0,2,30,39,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,25,145,3.5,0.75,2,0.8,30,180,187,0,0,3,0,0,4,2
0,1,1.0,2.0,3.0,4,51,87,3.5,1.25,1,0.1,30,120,346,0,0,3,1,0,4,2
0,1,1.0,2.0,2.0,4,34,199,0.0,0.75,1,0.0,2,90,3,1,0,4,0,0,3,2
1,1,1.0,1.0,1.0,4,9,75,1.25,0.5,1,0.25,3,1125,335,0,0,4,0,0,4,1
0,0,1.0,2.0,2.0,4,32,200,5.0,1.6,1,0.0,2,1125,71,0,0,4,0,0,3,2
0,0,1.0,1.0,1.0,2,22,80,1.5,0.4,1,0.3,1,14,363,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,24,70,5.0,0.5,1,0.2,3,1125,293,0,0,3,0,0,3,1
0,0,1.0,1.0,4.0,4,37,65,0.0,1.0,2,0.2,3,14,346,0,0,3,1,1,3,2
0,0,1.0,1.0,4.0,4,36,65,0.0,0.5,2,0.2,3,14,343,0,0,3,1,1,3,2
0,1,1.0,1.0,2.0,4,29,109,3.0,1.0,1,0.0,30,720,211,0,0,3,0,0,4,2
0,0,2.0,1.0,4.0,4,29,75,0.0,1.0,2,0.2,3,14,330,0,0,3,1,1,3,2
0,1,2.0,2.0,4.0,4,35,350,5.0,0.8,2,0.5,1,1125,4,0,0,3,0,0,4,2
1,0,1.0,2.0,3.0,4,29,135,3.5,1.35,4,0.2,2,180,311,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,23,179,3.0,1.0,1,0.0,7,180,135,0,0,3,1,1,4,2
0,0,1.0,1.0,2.0,4,25,75,0.0,0.5,2,0.1,2,365,324,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,30,229,4.0,0.7,1,0.1,5,30,16,0,0,4,1,0,3,2
1,1,1.0,1.0,1.0,4,25,110,3.0,0.4,1,0.0,3,60,258,0,0,4,0,0,4,1
1,1,1.0,1.0,1.0,4,24,120,2.5,0.75,2,0.1,2,45,113,0,0,3,0,0,3,2
1,1,1.0,1.0,1.0,4,27,85,4.0,0.4,1,0.0,5,22,278,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,21,20,0.0,0.13,1,0.13,3,28,309,1,0,4,0,0,0,1
0,1,1.0,2.0,1.0,4,17,125,0.0,1.25,1,0.0,5,20,16,0,0,5,0,0,3,2
0,1,1.0,1.0,1.0,4,25,199,4.0,0.9,2,0.0,4,90,12,0,0,3,1,1,4,2
0,1,1.0,1.0,1.0,4,16,92,2.0,0.5,1,0.25,2,30,315,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,24,50,5.0,0.79,1,0.0,30,90,28,0,0,4,0,0,3,2
0,0,1.5,1.0,1.0,4,18,60,0.0,0.3,1,0.07,3,60,291,0,0,4,0,0,3,1
1,0,1.0,2.0,3.0,4,29,120,5.0,1.75,3,0.5,2,1125,335,0,0,3,0,0,1,2
1,1,1.0,1.0,3.0,4,25,86,0.0,0.7,2,0.39,2,21,277,0,0,3,0,0,4,1
0,0,1.5,1.0,3.0,4,43,110,1.0,0.3,1,0.1,2,30,364,0,0,4,0,0,0,1
0,0,1.0,2.0,2.0,4,26,79,2.5,0.9,2,0.28,30,35,357,0,0,3,1,1,2,2
1,0,1.0,1.0,1.0,4,18,80,5.0,0.5,1,0.4,2,1125,308,0,0,3,0,0,3,1
0,1,1.0,1.0,3.0,4,66,74,2.5,0.51,1,0.34,240,340,62,0,0,3,1,1,4,1
0,1,1.0,1.0,1.0,4,5,103,2.0,0.5,2,0.25,4,15,3,0,0,3,1,1,4,2
0,0,1.0,1.0,2.0,4,17,99,1.5,0.3,1,0.25,3,1125,360,0,0,3,0,0,4,1
0,1,1.0,1.0,3.0,4,24,199,3.0,0.5,2,0.25,2,360,297,0,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,44,87,1.0,0.4,1,0.07,2,7,32,0,0,4,1,1,3,1
0,1,2.0,2.0,2.0,4,23,549,10.0,1.5,3,0.25,3,1125,120,1,0,3,0,0,4,2
0,0,1.0,2.0,2.0,4,38,149,3.0,0.95,2,0.15,2,75,44,0,0,3,1,1,3,2
1,1,1.0,1.0,1.0,4,17,129,3.5,0.9,1,0.35,3,14,90,0,0,3,0,0,3,1
0,1,1.0,0.0,1.0,4,36,225,7.5,1.0,1,0.0,4,1124,55,0,0,3,1,1,4,2
1,1,1.0,1.0,1.0,4,8,90,2.5,0.8,3,0.25,2,180,252,1,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,18,100,3.0,0.8,1,0.2,5,31,248,0,0,3,1,1,4,1
0,1,1.0,2.0,2.0,4,22,250,5.0,0.75,1,0.0,7,12,2,0,0,3,0,0,4,2
1,1,1.0,2.0,2.0,4,48,199,3.0,0.5,1,0.0,3,15,58,1,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,18,150,2.0,0.5,2,0.2,4,30,327,0,0,3,0,0,2,2
0,1,1.0,1.0,1.0,4,10,129,5.0,0.7,1,0.0,7,1125,0,0,0,3,0,0,4,2
