host_is_superhost,host_identity_verified,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_365,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,neighbourhood,room
1,1,1.0,1.0,1.0,4,22,199,2.5,0.5,2,0.35,2,4,84,0,0,4,0,0,4,2
0,0,2.0,2.0,2.0,4,35,145,2.5,0.75,4,0.2,7,1125,309,1,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,29,85,2.5,1.5,1,0.0,3,1125,229,1,0,4,0,0,3,2
1,1,1.0,1.0,1.0,4,13,161,2.5,1.5,1,0.0,2,28,256,1,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,47,170,6.0,0.9,2,0.4,30,1125,364,0,0,3,0,0,4,2
0,1,1.0,2.0,3.0,4,30,349,2.5,0.99,3,0.4,4,100,213,1,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,23,95,5.5,0.5,1,0.1,2,50,15,0,0,3,0,0,3,2
0,1,1.0,1.0,1.0,4,10,50,0.0,0.25,1,0.0,3,31,0,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,24,101,0.0,0.3,4,0.25,1,30,23,0,0,5,0,0,3,2
1,0,1.0,1.0,1.0,4,24,126,0.0,0.49,1,0.25,1,1125,149,1,0,3,0,0,4,1
0,0,2.0,2.0,3.0,4,37,438,5.0,0.83,4,0.36,1,1125,294,1,0,3,0,0,4,2
1,1,1.0,1.0,3.0,4,31,229,2.5,0.8,1,0.0,14,361,72,0,0,3,0,0,4,2
1,0,1.0,1.0,1.0,4,22,129,0.0,0.49,1,0.25,1,1125,150,1,0,3,0,0,4,1
1,0,1.0,1.0,1.0,4,25,119,0.0,0.49,1,0.25,1,1125,165,1,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,19,49,1.0,0.25,1,0.0,2,28,332,0,0,3,0,0,0,1
0,1,1.0,0.0,2.0,4,14,100,0.0,0.5,2,0.25,1,7,44,0,0,4,0,0,4,2
0,1,1.0,1.0,1.0,4,38,70,0.0,0.2,1,0.0,3,150,125,1,0,3,0,0,3,1
0,1,1.0,2.0,3.0,4,26,299,2.0,1.2,2,0.3,1,365,323,0,0,5,0,0,2,2
0,1,1.0,1.0,1.0,4,12,50,2.0,0.25,1,0.0,1,1125,44,0,0,3,0,0,3,0
0,1,1.0,1.0,1.0,4,22,95,2.0,0.75,1,0.0,4,25,32,0,0,4,0,0,0,2
0,1,1.0,2.0,2.0,4,21,150,2.0,0.9,1,0.0,5,1123,97,1,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,28,41,0.0,0.3,1,0.3,1,180,0,0,0,4,0,0,4,1
1,1,1.0,1.0,1.0,4,31,59,0.0,0.08,1,0.0,1,30,0,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,27,180,10.0,1.0,1,0.0,2,1125,319,0,0,4,0,0,3,2
0,0,1.5,1.0,1.0,4,8,64,8.64,0.23,1,0.2,1,365,365,0,0,3,0,0,2,1
1,0,1.0,1.0,1.0,4,22,65,0.0,0.0,1,0.0,1,1,105,1,0,5,0,0,2,1
0,1,1.0,1.0,1.0,4,34,83,2.5,0.5,1,0.1,1,1125,179,1,0,4,0,0,3,1
1,0,1.0,0.0,2.0,4,13,120,5.0,0.7,1,0.2,1,30,164,0,0,3,0,0,2,2
0,0,1.0,1.0,1.0,4,1,100,1.0,0.5,2,0.5,3,1125,363,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,30,89,3.0,0.6,1,0.25,2,4,56,0,0,3,0,0,2,2
1,1,1.0,1.0,1.0,4,29,59,0.0,0.08,1,0.0,1,30,122,0,0,3,0,0,3,1
1,0,1.0,1.0,1.0,4,22,65,0.0,0.0,1,0.0,1,1,94,1,0,5,0,0,2,1
0,0,1.0,1.0,1.0,4,9,59,1.0,0.2,1,0.2,1,1125,345,0,0,3,0,0,2,1
1,0,2.0,1.0,1.0,4,17,30,3.0,0.0,1,2.0,1,1,137,1,0,3,0,0,2,0
1,1,1.0,1.0,1.0,4,29,120,0.0,0.35,1,0.0,4,20,59,0,0,4,0,0,4,1
0,0,1.0,1.0,1.0,4,26,325,10.0,1.0,1,0.0,6,1125,128,0,0,3,0,0,4,2
0,1,2.5,3.0,4.0,4,39,600,2.0,2.5,1,0.0,6,1125,9,0,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,22,53,0.0,0.2,2,0.2,2,1125,0,1,0,5,0,0,2,1
0,1,1.0,2.0,2.0,4,25,175,0.0,0.8,2,0.2,7,1125,0,0,0,3,0,1,3,2
0,1,1.0,0.0,2.0,4,57,170,10.0,1.4,2,1.0,4,90,341,0,0,3,0,0,4,2
0,0,2.0,1.0,1.0,4,18,49,1.0,0.2,1,0.3,1,1125,340,0,0,3,0,0,2,1
1,0,1.0,0.0,1.0,4,21,90,1.0,0.6,1,0.0,3,1125,283,1,0,3,0,0,3,2
0,0,2.0,1.0,1.0,4,13,49,1.0,0.2,1,0.4,1,1125,365,0,0,3,0,0,2,1
0,1,1.0,1.0,2.0,4,28,250,10.0,1.2,1,0.0,30,1125,276,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,20,53,0.0,0.1,1,0.18,2,30,115,0,0,4,0,0,3,1
1,1,1.0,2.0,3.0,4,34,75,0.0,0.95,4,0.25,4,60,91,1,0,3,0,0,0,2
0,1,2.0,3.0,5.0,4,30,200,2.5,1.1,1,0.0,4,26,91,0,0,3,0,0,3,2
1,1,1.0,1.0,2.0,4,22,94,0.0,0.99,1,0.0,1,1125,21,0,0,4,0,0,3,2
0,1,1.0,2.0,1.0,4,15,60,2.0,0.25,1,0.12,1,1125,46,0,0,3,0,0,3,1
0,0,1.5,1.0,1.0,4,21,50,0.0,0.13,3,0.25,1,90,326,0,0,3,0,0,1,1
0,0,2.0,1.0,1.0,4,20,69,1.01,0.2,1,0.3,1,1125,365,0,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,26,105,1.5,0.5,1,0.0,2,90,9,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,7,50,0.0,0.2,1,0.0,3,90,7,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,26,89,0.0,0.4,1,0.1,5,1125,0,0,0,3,0,0,4,1
0,0,1.0,2.0,2.0,4,23,250,0.0,0.6,1,0.0,2,1124,133,0,0,3,0,0,4,2
0,1,1.0,2.0,2.0,4,18,190,10.0,1.5,1,0.0,28,1111,344,1,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,19,145,2.0,0.7,1,0.75,3,21,329,0,0,5,0,0,4,2
0,1,1.0,2.0,2.0,4,37,88,25.0,1.0,1,1.0,7,26,82,0,0,3,0,0,3,1
0,1,1.0,2.0,2.0,4,35,254,2.55,1.0,1,0.4,3,20,57,0,0,3,0,0,4,1
1,1,1.0,1.0,1.0,4,19,125,1.5,0.45,1,0.2,1,90,323,0,0,3,1,1,4,1
0,1,1.0,2.0,2.0,4,15,250,2.0,0.75,1,0.0,2,20,304,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,34,200,0.0,1.0,1,1.0,1,24,328,1,0,3,0,0,3,1
0,0,2.0,3.0,4.0,4,25,484,6.0,1.9,4,1.0,1,1125,30,0,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,20,80,0.0,0.4,1,0.5,5,31,353,0,0,5,0,0,3,0
1,0,1.0,1.0,1.0,4,31,99,1.0,0.5,2,0.2,2,1125,303,1,0,3,0,0,3,2
0,1,1.0,3.0,4.0,4,23,125,3.0,1.0,2,0.05,14,1125,5,0,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,15,47,0.0,0.0,1,0.25,2,30,358,1,0,4,0,0,1,1
1,1,1.0,1.0,1.0,4,23,200,0.0,1.0,2,1.5,5,1125,17,1,0,4,0,0,4,2
1,1,1.0,1.0,4.0,4,26,149,0.0,0.65,4,0.35,3,120,291,0,0,3,0,0,4,2
1,0,1.0,1.0,1.0,4,19,150,0.0,0.5,1,0.0,4,1125,36,1,0,3,0,0,4,2
0,0,2.0,1.0,2.0,4,29,75,0.0,0.0,1,0.23,3,1125,354,0,0,3,0,0,3,1
0,0,1.0,2.0,4.0,4,14,146,0.0,0.8,2,0.2,6,1125,337,1,0,3,0,0,2,2
0,0,1.0,1.0,1.0,4,19,159,6.23,0.8,1,1.79,2,150,353,0,0,4,0,0,3,1
1,1,1.0,1.0,1.0,4,14,70,2.0,0.4,2,0.0,2,7,0,0,0,3,0,0,3,1
0,1,1.0,1.0,1.0,4,32,89,1.5,0.15,1,0.3,3,120,365,0,0,3,0,0,2,1
1,1,1.0,1.0,2.0,4,15,265,5.0,1.35,2,0.5,2,30,66,0,0,4,0,0,4,2
1,1,1.0,0.0,1.0,4,45,220,2.0,1.0,1,0.0,2,1000,173,0,0,3,0,0,4,2
0,0,1.0,1.0,1.0,3,23,99,0.0,1.0,1,0.99,1,1125,78,0,0,3,0,0,3,1
0,0,2.0,1.0,1.0,4,15,185,1.0,0.75,1,0.5,1,1125,84,1,0,3,0,0,4,1
1,0,1.0,2.0,3.0,4,33,160,1.0,0.7,4,0.25,4,90,115,0,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,27,110,5.0,0.8,2,0.8,14,180,297,0,0,3,0,0,4,2
0,1,1.0,2.0,1.0,4,29,50,0.0,0.1,1,0.0,7,120,0,0,0,3,0,0,2,1
0,1,1.0,1.0,1.0,4,18,120,5.0,1.0,2,0.25,18,1125,51,0,0,4,0,0,4,2
0,0,1.0,1.0,2.0,4,31,114,0.0,0.0,3,0.05,2,180,170,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,26,200,0.0,0.65,1,0.0,2,1125,60,1,0,4,0,0,4,2
0,1,1.0,0.0,1.0,4,8,110,0.0,0.6,1,0.0,30,1125,212,1,0,5,0,0,4,2
1,0,1.0,1.0,2.0,4,28,40,0.0,0.3,1,0.2,5,25,343,1,0,3,0,0,3,1
0,1,1.0,2.0,2.0,4,22,105,1.0,1.0,2,0.05,2,1125,341,0,0,3,0,0,1,2
0,1,1.0,1.0,1.0,4,7,99,0.0,0.2,1,0.0,3,1125,164,1,0,3,0,0,3,2
0,0,2.0,3.0,3.0,4,20,599,9.0,2.99,4,0.79,30,1123,176,0,0,4,0,0,4,2
0,0,1.0,1.0,1.0,4,18,99,0.0,0.5,2,0.1,13,1125,209,0,0,3,0,0,2,2
0,0,1.0,0.0,1.0,4,46,75,3.0,0.65,2,0.25,2,1125,345,0,0,4,0,0,3,2
0,0,1.0,2.0,2.0,4,23,138,2.0,2.5,4,0.15,30,1125,90,1,0,3,0,0,3,1
0,0,1.0,3.0,5.0,4,20,429,1.5,1.0,1,0.0,2,1125,311,1,0,3,0,0,4,2
0,1,1.0,1.0,6.0,4,25,60,1.0,0.5,1,0.7,2,7,365,0,0,3,0,0,1,0
0,0,1.0,0.0,1.0,4,21,90,0.0,0.5,1,0.0,5,90,0,0,0,3,0,0,3,2
0,0,1.0,0.0,1.0,4,30,125,1.0,0.4,1,0.0,1,29,114,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,21,41,0.0,0.12,1,0.0,1,63,37,0,0,5,0,0,3,1
0,0,1.0,1.0,1.0,4,11,39,1.0,0.15,1,0.15,1,27,244,1,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,28,130,5.0,0.6,2,0.0,2,14,3,0,0,3,0,0,3,2
1,1,1.0,2.0,2.0,4,28,150,5.0,1.0,3,0.25,3,28,14,0,0,3,0,0,3,2
1,0,1.0,1.0,2.0,4,29,47,1.25,0.25,1,0.26,2,60,174,1,0,3,0,0,2,1
1,0,1.0,1.0,3.0,4,46,275,5.0,1.5,2,0.5,1,1125,89,0,0,3,0,0,4,2
0,0,2.0,2.0,2.0,4,14,360,0.0,0.0,4,0.2,2,30,52,0,0,3,0,0,4,2
0,1,1.0,0.0,1.0,4,38,149,2.5,1.25,1,0.0,3,1124,302,1,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,28,80,1.0,0.1,1,0.2,3,90,68,0,0,4,0,0,4,1
0,1,1.0,1.0,2.0,4,32,100,5.0,1.0,1,0.0,4,14,17,0,0,3,0,0,3,2
0,0,1.0,2.0,3.0,4,52,180,3.0,0.7,4,0.15,2,1125,135,0,0,4,0,0,3,2
0,1,1.0,2.0,2.0,4,16,77,0.0,0.0,2,0.1,31,120,339,1,0,4,0,0,2,2
0,1,1.5,1.0,1.0,4,18,50,0.0,0.1,1,0.0,2,4,0,0,0,5,0,0,3,1
1,1,1.5,1.0,1.0,4,30,49,0.0,0.0,1,0.0,1,30,101,0,0,4,0,0,2,1
0,1,1.0,1.0,1.0,4,28,40,0.0,0.05,1,0.05,7,20,0,0,0,5,0,0,3,1
1,1,1.0,1.0,1.0,4,27,80,3.0,0.08,1,0.2,3,8,157,0,0,3,0,0,3,1
0,0,1.0,2.0,3.0,4,46,412,5.0,1.5,1,0.0,30,1124,246,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,14,38,2.0,0.4,1,0.3,3,30,0,1,0,4,0,0,4,1
0,0,1.0,1.0,1.0,4,35,225,0.0,2.0,1,0.75,1,90,358,0,0,3,0,0,2,2
0,1,1.0,1.0,1.0,4,9,35,0.0,0.0,1,0.25,3,30,256,0,0,3,0,0,2,1
0,0,1.0,2.0,2.0,4,26,185,0.0,0.75,3,0.25,2,1125,336,0,0,4,0,0,3,2
1,1,1.0,2.0,2.0,4,18,290,0.0,0.6,4,0.15,10,1125,0,1,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,25,68,1.0,0.0,2,0.15,1,1125,0,0,0,5,0,0,4,0
1,1,1.0,2.0,2.0,4,43,150,1.0,0.5,4,0.2,2,30,272,1,0,3,0,0,3,2
0,1,1.0,1.0,2.0,4,21,60,2.0,0.85,1,0.2,1,10,50,0,0,3,0,0,3,2
0,1,1.0,2.0,2.0,4,21,89,1.5,0.4,1,0.0,2,28,305,0,0,3,0,0,0,1
0,0,1.0,1.0,1.0,4,13,55,0.0,0.0,1,0.2,7,1125,312,1,0,3,0,0,3,1
1,1,1.0,1.0,1.0,4,28,85,1.0,0.45,1,0.1,2,28,0,1,0,4,0,0,3,1
0,0,1.0,1.0,1.0,4,23,102,0.0,0.28,1,0.0,3,7,8,1,0,5,0,0,4,1
0,1,1.0,1.0,1.0,4,19,95,5.0,0.6,1,1.0,14,120,20,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,31,75,2.0,1.2,2,0.3,1,20,113,0,0,3,0,0,4,1
1,1,1.0,2.0,3.0,4,34,195,1.0,0.75,1,0.0,1,10,61,0,0,3,0,0,3,2
0,0,1.0,3.0,3.0,4,31,155,5.0,0.89,4,0.24,2,25,153,1,0,4,0,0,1,2
0,1,1.0,1.0,2.0,4,29,42,1.5,0.75,1,0.15,3,365,327,1,0,3,0,0,1,1
0,0,2.0,3.0,3.0,4,23,750,7.5,0.75,4,0.75,5,365,89,0,0,3,0,0,4,2
0,1,1.0,0.0,3.0,4,25,69,0.0,0.9,2,0.25,4,90,65,1,0,3,0,0,2,2
0,0,1.0,2.0,2.0,4,19,120,1.0,0.5,4,0.5,1,1125,142,0,0,3,0,0,4,2
1,0,1.0,0.0,1.0,4,44,150,1.0,1.2,2,0.15,2,1125,146,1,0,3,0,0,4,2
0,0,1.0,2.0,2.0,4,25,227,3.0,1.2,3,0.2,4,27,326,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,32,85,0.0,0.08,2,0.8,1,1125,171,1,0,3,0,0,3,1
0,1,2.0,1.0,2.0,4,35,41,2.0,0.75,1,0.15,4,365,290,1,0,3,0,0,1,1
0,1,1.0,1.0,1.0,4,31,50,1.5,0.45,1,0.15,6,15,82,0,0,3,0,0,3,1
0,0,1.0,1.0,1.0,4,13,45,0.0,0.1,1,0.05,1,1125,71,0,0,4,0,0,2,1
0,1,1.0,1.0,1.0,4,23,40,0.0,0.25,1,0.07,4,300,34,0,0,3,0,0,2,1
0,0,1.0,2.0,2.0,4,14,150,5.0,0.8,4,0.25,5,1125,138,0,0,3,0,0,3,2
1,1,2.0,4.0,4.0,4,33,300,2.0,1.5,4,0.2,2,21,249,1,0,3,0,0,3,2
0,0,1.0,1.0,0.0,4,20,30,2.0,0.25,1,0.0,1,7,313,1,0,3,0,0,3,1
1,0,1.0,2.0,1.0,4,20,67,1.0,0.4,1,0.2,2,1125,96,0,0,3,0,0,4,1
0,0,1.0,3.0,4.0,4,27,429,2.5,0.99,4,0.4,5,1124,298,1,0,3,0,0,4,2
0,1,1.0,2.0,2.0,4,27,150,5.0,1.0,2,0.25,3,1125,243,0,0,3,0,0,4,2
0,1,2.0,2.0,3.0,4,49,212,0.0,1.0,4,0.0,30,1124,359,0,0,3,0,0,3,2
0,1,1.0,1.0,3.0,4,22,95,1.0,0.85,1,0.15,1,28,145,0,0,3,0,1,3,2
1,1,1.0,1.0,1.0,4,31,172,3.0,1.2,2,0.6,4,60,348,1,0,3,0,0,3,2
1,1,1.0,1.0,2.0,4,24,120,5.0,0.99,1,0.0,2,1125,300,0,0,3,0,0,3,2
1,1,1.0,1.0,1.0,4,35,45,1.0,0.1,1,0.0,1,1125,1,0,0,4,0,0,4,1
0,1,1.0,0.0,1.0,4,16,100,5.0,2.0,1,0.0,30,1124,284,1,0,3,0,0,4,2
0,0,2.0,2.0,2.0,4,32,300,0.0,1.0,5,0.0,4,1124,309,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,19,110,0.0,0.55,1,0.0,2,1125,291,1,0,5,0,0,3,2
0,0,1.0,3.0,1.0,4,30,99,1.5,0.25,1,0.5,4,1125,128,0,0,3,0,0,4,1
1,1,1.0,1.0,2.0,4,20,195,2.0,0.8,2,0.5,3,15,7,0,0,3,0,0,4,2
0,0,1.5,1.0,1.0,4,19,79,0.0,0.2,1,0.25,2,14,25,0,0,3,0,0,2,1
0,0,1.0,1.0,2.0,4,20,80,0.0,0.23,3,0.25,1,1125,93,1,0,3,0,0,4,1
0,0,2.0,3.0,3.0,4,25,300,0.0,0.6,1,0.0,2,1124,87,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,20,50,0.0,0.05,1,0.25,1,1125,307,1,0,4,0,0,2,1
1,0,1.0,1.0,2.0,4,38,81,5.0,0.75,2,0.1,3,21,306,0,0,3,0,0,2,2
0,1,1.0,1.0,2.0,4,42,89,2.0,0.25,2,0.05,2,11,134,0,0,5,0,0,3,2
0,0,1.0,1.0,2.0,4,38,80,0.0,0.0,1,0.0,2,10,231,0,0,4,0,0,3,1
1,1,1.0,0.0,1.0,4,20,80,1.5,0.55,2,0.1,5,180,54,0,0,4,0,0,3,2
1,0,1.0,1.0,2.0,4,31,56,1.0,0.3,1,0.2,1,1125,57,1,0,4,0,0,2,1
1,0,1.0,1.0,1.0,4,19,75,0.0,0.2,1,0.0,15,30,33,1,0,3,0,0,2,1
0,0,1.0,1.0,1.0,4,22,120,1.5,0.5,1,0.25,7,60,59,1,0,5,0,0,3,2
0,0,1.0,2.0,3.0,4,23,287,2.0,1.2,1,0.0,2,14,132,0,0,3,0,0,4,2
0,1,1.0,1.0,3.0,4,42,235,5.0,1.2,4,0.5,1,90,138,0,0,3,0,0,4,2
1,1,1.0,1.0,3.0,4,37,100,4.0,1.5,1,0.0,2,1125,297,1,0,3,0,0,2,2
1,0,1.0,1.0,1.0,4,21,78,0.0,0.5,1,0.0,2,1125,274,0,0,4,0,0,3,1
0,1,1.0,3.0,3.0,4,32,249,2.5,0.75,5,0.25,3,1124,286,0,0,3,0,0,4,2
0,0,1.0,1.0,3.0,4,23,130,3.5,1.2,1,0.0,7,14,48,1,0,4,0,0,4,2
0,1,3.5,4.0,4.0,4,38,600,0.0,2.5,4,0.5,4,1125,113,1,0,3,0,0,3,2
0,0,2.0,2.0,3.0,4,23,200,0.0,2.0,1,0.0,30,1125,365,1,0,3,0,0,4,2
0,1,1.0,1.0,3.0,4,23,95,1.0,0.3,2,0.25,2,30,34,0,0,3,0,0,4,1
0,1,1.0,1.0,2.0,4,34,82,1.0,0.5,1,0.15,2,14,292,0,0,4,0,0,3,2
0,0,1.0,2.0,4.0,4,37,125,0.0,0.5,4,0.25,1,100,158,0,0,4,0,0,2,2
0,1,1.0,1.0,2.0,4,29,160,0.0,0.55,1,0.0,1,1125,0,0,0,4,0,0,3,2
0,0,1.5,2.0,4.0,4,18,394,5.0,1.9,4,0.25,2,1125,301,0,0,3,0,0,4,2
0,1,2.5,1.0,2.0,4,26,25,0.0,0.4,1,0.4,15,1125,32,0,0,3,0,0,3,0
0,1,2.0,1.0,1.0,4,26,105,3.0,0.25,1,0.3,1,7,77,1,0,3,0,0,4,1
1,1,2.0,3.0,3.0,4,38,780,8.0,1.8,1,0.0,3,30,28,1,0,3,0,0,4,2
0,0,1.0,1.0,1.0,4,15,100,1.0,0.15,2,0.5,1,1125,52,0,0,3,0,0,4,1
0,1,1.0,1.0,1.0,4,17,125,2.5,1.0,2,0.2,5,29,10,0,0,4,0,0,3,2
1,0,1.0,2.0,4.0,4,39,100,2.0,1.0,4,0.3,3,1125,281,1,0,3,0,0,2,2
0,0,1.5,1.0,4.0,4,44,195,3.0,0.6,4,0.25,4,45,228,1,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,16,159,0.0,0.19,1,0.0,1,1125,173,0,0,4,0,0,3,1
0,1,2.5,2.0,3.0,4,27,2000,20.0,1.25,1,0.0,1,1,88,0,0,4,1,1,4,2
0,0,2.5,4.0,4.0,4,30,1005,4.0,2.61,8,0.05,2,1124,76,1,0,3,0,0,4,2
0,1,1.0,0.0,1.0,4,17,114,20.0,0.0,1,0.0,30,365,332,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,12,114,20.0,0.0,1,0.0,30,365,350,0,0,3,0,0,4,2
1,0,1.0,1.0,1.0,4,30,65,0.0,0.0,1,0.1,5,10,27,0,0,4,0,0,3,1
0,1,1.0,1.0,1.0,4,25,60,0.0,0.3,2,0.1,3,7,8,0,0,4,0,0,3,1
1,0,1.0,1.0,1.0,4,18,105,3.0,0.5,1,0.25,2,7,302,0,0,3,0,0,4,1
0,1,2.5,1.0,2.0,4,25,35,0.0,0.4,1,0.5,15,1125,31,0,0,3,0,0,3,0
0,1,1.0,1.0,1.0,4,13,26,0.0,0.3,1,0.1,2,15,69,0,0,3,0,0,4,0
0,0,2.5,1.0,5.0,4,27,25,0.0,0.4,1,0.33,31,1125,31,0,0,3,0,0,3,0
0,1,2.0,1.0,1.0,4,34,69,3.0,0.25,1,0.3,1,8,18,1,0,3,0,0,4,1
0,1,2.0,1.0,1.0,4,37,72,0.0,0.4,1,0.0,4,200,128,1,0,3,0,0,3,1
0,0,1.0,1.0,4.0,4,35,188,10.0,1.65,2,0.59,4,100,301,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,13,60,1.0,0.6,1,0.0,1,100,341,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,18,212,1.5,0.9,2,0.15,3,1000,79,1,0,3,0,0,4,2
1,1,1.0,2.0,3.0,4,37,350,0.0,1.3,1,0.0,4,1125,3,0,0,4,0,0,4,2
0,1,1.0,0.0,2.0,4,46,200,0.0,1.0,2,1.0,30,1125,0,0,0,3,0,0,4,2
1,0,1.0,1.0,1.0,4,31,47,1.25,0.25,1,0.25,2,60,342,1,0,3,0,0,2,1
1,1,1.0,2.0,2.0,4,42,235,5.0,0.75,4,0.5,1,1124,4,0,0,4,0,0,3,2
0,1,1.0,2.0,2.0,4,18,200,25.0,1.5,1,0.0,30,365,365,0,0,3,0,0,4,2
1,1,1.0,2.0,1.0,4,25,125,5.0,0.5,2,0.2,1,29,84,0,0,3,0,0,3,1
0,0,1.0,1.0,1.0,4,25,45,1.2,0.5,2,1.0,4,29,23,0,0,4,0,0,2,1
1,1,2.0,1.0,1.0,4,49,56,2.0,0.3,1,0.0,3,30,325,1,0,3,0,0,2,1
0,0,1.0,1.0,2.0,4,25,105,5.0,0.8,2,0.8,30,180,111,0,0,3,0,0,4,2
0,0,1.0,0.0,1.0,4,24,300,0.0,0.6,1,0.0,2,1124,145,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,33,50,1.0,0.2,2,0.15,1,1125,107,0,0,3,0,0,3,1
1,1,2.0,2.0,2.0,4,26,150,5.0,0.75,4,0.25,2,1125,178,0,0,3,0,0,3,2
1,1,1.0,3.0,4.0,4,40,199,0.0,0.7,4,0.1,3,1125,1,1,0,4,0,0,4,2
1,1,2.5,5.0,7.0,4,40,500,7.5,2.75,10,0.1,2,1124,277,0,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,18,45,0.0,0.25,1,0.0,14,1125,0,1,0,3,0,0,3,1
0,1,1.0,2.0,3.0,4,22,224,2.5,0.75,3,0.15,1,1125,179,0,0,4,0,0,3,2
0,0,1.0,1.0,1.0,4,17,38,1.0,0.3,1,0.1,3,1125,348,1,0,5,0,0,1,1
1,1,1.0,1.0,2.0,4,58,90,2.5,1.2,1,0.2,4,60,0,0,0,3,0,0,4,1
0,1,1.0,2.0,2.0,4,13,189,1.5,0.25,2,0.15,3,30,34,1,0,3,0,0,3,2
0,0,1.0,1.0,1.0,4,20,55,1.0,0.3,1,0.2,4,29,364,0,0,4,0,0,3,1
1,1,1.0,1.0,1.0,4,18,50,0.0,0.1,1,0.0,1,60,0,1,0,5,0,0,4,1
1,1,1.0,0.0,3.0,4,22,99,1.89,0.49,1,0.2,1,1125,237,0,0,3,0,0,2,2
0,1,1.0,1.0,1.0,4,23,136,32.0,2.0,3,1.0,29,365,63,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,37,50,1.0,0.2,2,0.15,1,1125,73,0,0,3,0,0,3,1
0,1,1.0,1.0,2.0,4,21,95,1.5,1.0,1,0.0,5,8,24,0,0,5,0,0,4,2
1,0,1.0,3.0,3.0,4,23,359,2.5,1.25,3,0.2,2,1125,73,0,0,3,0,0,4,2
0,1,1.0,1.0,1.0,4,27,50,2.5,0.1,1,0.4,2,6,365,0,0,3,0,0,4,0
0,1,1.0,1.0,1.0,4,13,114,1.0,0.15,4,0.1,7,18,3,0,0,4,0,0,3,1
0,0,1.0,1.0,1.0,4,40,52,0.0,0.4,2,0.25,1,5,90,1,0,3,0,0,2,1
0,1,1.0,1.0,1.0,4,33,100,1.0,0.5,2,0.25,1,1124,336,0,0,4,0,0,2,2
1,1,1.0,1.0,2.0,4,30,128,0.0,1.0,4,0.6,2,1125,303,1,0,3,0,0,3,2
1,0,1.0,1.0,3.0,4,25,165,0.0,1.25,1,0.0,7,365,309,0,0,3,0,0,4,2
0,0,2.5,1.0,5.0,4,27,28,0.0,0.4,1,0.33,31,1125,31,0,0,3,0,0,3,0
0,0,1.0,1.0,2.0,4,27,60,1.0,0.4,2,0.2,3,1125,0,0,0,4,0,0,3,1
0,0,1.0,1.0,2.0,4,20,120,0.0,0.0,1,0.0,5,1125,363,0,0,4,0,0,3,2
0,1,1.0,1.0,1.0,4,30,70,1.0,0.25,2,0.3,1,1125,327,0,0,4,0,0,2,2
1,0,2.0,2.0,3.0,4,66,379,5.0,2.0,2,0.2,2,90,36,1,0,3,0,0,2,2
1,1,1.0,0.0,2.0,4,55,99,1.0,0.35,2,0.16,3,1125,85,0,0,3,0,0,2,2
1,1,1.0,1.0,1.0,4,31,146,0.0,0.75,2,0.5,4,30,26,0,0,4,0,0,3,2
0,1,1.0,1.0,2.0,4,22,329,0.0,1.5,2,0.5,4,1125,2,1,0,3,0,0,4,2
1,1,1.0,1.0,1.0,4,29,35,0.0,0.4,1,0.17,10,1125,54,0,0,3,0,0,2,1
